Gene,Log2FoldChange,pvalue
ENSG00000054793,-0.126759242,0.325608171
ENSG00000054938,1.068395715,0.001389936
ENSG00000054965,0.234277256,0.001001487
ENSG00000054967,0.060493217,0.575262232
ENSG00000054983,-0.262976739,0.009109268
ENSG00000055044,-0.142747818,0.161654822
ENSG00000055070,-0.217376303,0.018679263
ENSG00000055118,0.069241492,0.262346659
ENSG00000055130,-0.250224905,0.01283161
ENSG00000055147,-0.052024658,0.590236946
ENSG00000055163,0.882236753,9.85E-05
ENSG00000055208,-0.06498916,0.497061009
ENSG00000055211,-0.222185188,0.062135952
ENSG00000055332,0.143560026,0.054859851
ENSG00000055483,-0.158345729,0.142951154
ENSG00000055609,0.156330264,0.166565959
ENSG00000055732,0.164652803,0.247953152
ENSG00000055813,0.164968885,0.066503828
ENSG00000055917,-0.123996498,0.151172268
ENSG00000055950,0.054736663,0.590101705
ENSG00000056050,0.12658117,0.285424268
ENSG00000056097,-0.130699866,0.213509241
ENSG00000056277,0.266971735,0.086728822
ENSG00000056558,-0.167510414,0.23369165
ENSG00000056586,-0.340174312,0.000324288
ENSG00000056661,0.244822913,0.026898359
ENSG00000056736,0.860446817,0.000308939
ENSG00000056972,-0.18965532,0.126938154
ENSG00000056998,-0.202944914,0.100806349
ENSG00000057019,0.04099693,0.722301219
ENSG00000057252,-0.607250469,1.35E-05
ENSG00000057294,-0.21444258,0.015447445
ENSG00000057468,0.067384275,0.35319019
ENSG00000057593,-0.069295339,0.396647986
ENSG00000057608,-0.001336776,0.985155537
ENSG00000057657,-1.12727791,2.03E-05
ENSG00000057663,-0.239883344,0.011929223
ENSG00000057704,-0.26238638,0.06317257
ENSG00000057757,0.055023738,0.555899356
ENSG00000057935,0.176201838,0.058709052
ENSG00000058056,-0.3114568,0.013582637
ENSG00000058063,-0.319243618,0.006291582
ENSG00000058085,-0.803429323,1.74E-05
ENSG00000058091,-0.000314776,0.9964775
ENSG00000058262,0.268791812,0.00162037
ENSG00000058272,-0.298325664,0.000668961
ENSG00000058335,-0.012441202,0.774801581
ENSG00000058404,0.033787585,0.495009809
ENSG00000058453,-0.027555172,0.811748355
ENSG00000058600,-0.233402216,0.012922314
ENSG00000058668,0.099625408,0.404992549
ENSG00000058673,-0.004189867,0.952406114
ENSG00000058729,0.126385945,0.213470758
ENSG00000058799,-0.328340528,0.011575929
ENSG00000058804,0.074395831,0.528828968
ENSG00000059122,-0.000579518,0.994259614
ENSG00000059145,-0.259470311,0.001563811
ENSG00000059377,0.038255446,0.722356626
ENSG00000059378,-0.090775828,0.416519058
ENSG00000059573,0.308477744,0.021460169
ENSG00000059588,0.258091449,0.035598147
ENSG00000059691,0.236082532,0.017022582
ENSG00000059728,0.087874902,0.466982853
ENSG00000059758,0.269453837,0.010578337
ENSG00000059769,-0.080374456,0.534473299
ENSG00000059804,-0.025574853,0.839227507
ENSG00000059915,0.191511178,0.180681166
ENSG00000060069,-0.239746486,0.039868463
ENSG00000060138,-0.460578305,4.42E-05
ENSG00000060140,0.008091816,0.851140434
ENSG00000060237,0.089529442,0.347872307
ENSG00000060339,0.001112668,0.99367761
ENSG00000060491,-0.090901506,0.411023804
ENSG00000060642,-0.174126346,0.18334973
ENSG00000060656,-0.112393469,0.327755467
ENSG00000060688,0.044730375,0.63803179
ENSG00000060718,-1.966333864,0.000225939
ENSG00000060749,0.120593063,0.233419264
ENSG00000060762,-0.378661483,0.006734296
ENSG00000060971,-0.081726208,0.398463057
ENSG00000060982,-0.011419237,0.92673072
ENSG00000061273,-0.544958617,5.42E-06
ENSG00000061337,0.914950506,9.63E-06
ENSG00000061455,0.0210702,0.869499637
ENSG00000061656,-0.2287692,0.132825974
ENSG00000061676,-0.22953778,0.021218292
ENSG00000061794,-0.213822742,0.019693792
ENSG00000061918,-0.003442648,0.979780114
ENSG00000061936,0.086021131,0.251428319
ENSG00000061938,0.14948561,0.243788223
ENSG00000061987,0.090999507,0.247574229
ENSG00000062194,0.150691978,0.032522048
ENSG00000062282,0.072006778,0.488117664
ENSG00000062370,-0.160671051,0.164939076
ENSG00000062485,0.064946758,0.458155375
ENSG00000062524,-0.003073168,0.950261138
ENSG00000062582,0.073080215,0.51312055
ENSG00000062598,-0.151874406,0.099078013
ENSG00000062650,-0.079083417,0.352969055
ENSG00000062716,-0.512727396,1.91E-06
ENSG00000062725,0.071907119,0.483061015
ENSG00000062822,0.223311724,0.128417252
ENSG00000063015,0.013392516,0.796187074
ENSG00000063046,0.018770336,0.839635159
ENSG00000063127,0.630549981,0.007228555
ENSG00000063169,-0.443891393,2.46E-05
ENSG00000063176,-0.086137592,0.468042402
ENSG00000063177,0.04870823,0.698789206
ENSG00000063180,0.264219283,0.097759961
ENSG00000063241,0.038904458,0.747538445
ENSG00000063244,0.187912178,0.073025658
ENSG00000063245,-0.149610093,0.16622277
ENSG00000063322,-0.068000657,0.39562918
ENSG00000063438,0.280390093,0.074123317
ENSG00000063587,-0.315040307,0.005505205
ENSG00000063601,0.004322093,0.953438383
ENSG00000063660,0.37592661,0.001701555
ENSG00000063761,0.113061637,0.351526406
ENSG00000063854,-0.201974164,0.103970236
ENSG00000063978,-0.029048603,0.681609315
ENSG00000064012,0.148411038,0.189090933
ENSG00000064042,0.000451198,0.999085805
ENSG00000064102,0.008154952,0.947908397
ENSG00000064115,-0.769752288,6.15E-07
ENSG00000064199,0.023181194,0.859363936
ENSG00000064201,1.305853263,0.000460007
ENSG00000064205,0.418860427,0.033141484
ENSG00000064225,0.231642046,0.130505206
ENSG00000064270,-0.030464546,0.596861203
ENSG00000064300,-0.028202354,0.525582633
ENSG00000064309,1.537315291,3.87E-08
ENSG00000064313,-0.067562492,0.429178262
ENSG00000064393,-0.543856697,3.96E-05
ENSG00000064419,0.076556398,0.324694207
ENSG00000064490,-0.00686798,0.950283285
ENSG00000064545,-0.08143258,0.492575143
ENSG00000064547,0.04199327,0.747271714
ENSG00000064601,0.230807375,0.035598915
ENSG00000064607,0.111467893,0.254333214
ENSG00000064651,-0.019853276,0.868024924
ENSG00000064652,-0.492271936,0.000168023
ENSG00000064655,-0.013052631,0.907278807
ENSG00000064666,-0.729983212,5.64E-07
ENSG00000064687,0.730584649,2.46E-05
ENSG00000064692,0.295500883,0.030242058
ENSG00000064703,-0.25449002,0.036631029
ENSG00000064726,-0.104228065,0.341523783
ENSG00000064763,-0.30038876,0.027159193
ENSG00000064787,0.121769071,0.041201644
ENSG00000064886,0.030742932,0.816939698
ENSG00000064932,-0.231065223,0.053734866
ENSG00000064933,-0.4819956,4.41E-05
ENSG00000064961,-0.187701687,0.039217234
ENSG00000064989,0.247136344,0.109984507
ENSG00000064995,-0.036169173,0.752992117
ENSG00000064999,-0.125750911,0.206206824
ENSG00000065000,0.018359057,0.830121613
ENSG00000065029,0.073589908,0.419246785
ENSG00000065054,0.050274032,0.703208181
ENSG00000065057,0.076226121,0.5363306
ENSG00000065060,0.102992058,0.270357836
ENSG00000065135,-0.08459238,0.356963502
ENSG00000065150,0.11843797,0.259693489
ENSG00000065154,-0.047294563,0.62609508
ENSG00000065183,-0.052484852,0.59720019
ENSG00000065243,-0.069737783,0.352016816
ENSG00000065268,-0.154929398,0.253848632
ENSG00000065308,-0.196048037,0.001487123
ENSG00000065320,-0.247125019,0.111704344
ENSG00000065325,-0.011478637,0.803476939
ENSG00000065328,0.080363899,0.432307109
ENSG00000065357,0.072755883,0.396186842
ENSG00000065361,-0.041399374,0.618057296
ENSG00000065413,0.028370589,0.826751535
ENSG00000065427,-0.070788437,0.515462466
ENSG00000065457,0.195826729,0.072575149
ENSG00000065485,0.132649482,0.240405514
ENSG00000065491,0.367154428,0.000762525
ENSG00000065518,0.201164769,0.057282174
ENSG00000065526,-0.625257387,3.44E-07
ENSG00000065534,-0.040158344,0.745676724
ENSG00000065548,0.091533182,0.354300746
ENSG00000065559,-0.101138302,0.29106357
ENSG00000065600,0.153853642,0.227791017
ENSG00000065613,-0.100210891,0.284543503
ENSG00000065615,0.077942695,0.516088089
ENSG00000065618,0.017570822,0.742597473
ENSG00000065621,0.014642137,0.898060901
ENSG00000065665,0.38329916,0.004441706
ENSG00000065717,-0.563548335,0.009252571
ENSG00000065802,-0.277752646,0.005399022
ENSG00000065809,0.953184877,2.61E-08
ENSG00000065833,0.561388231,0.000894371
ENSG00000065882,-0.527562632,4.54E-05
ENSG00000065883,-0.131074713,0.09479195
ENSG00000065911,-0.130776076,0.340090192
ENSG00000065923,0.197586924,0.180839545
ENSG00000065970,-0.029009871,0.752132274
ENSG00000065978,0.060075824,0.479638898
ENSG00000065989,-0.192047682,0.058855791
ENSG00000066027,-0.203467847,0.084228869
ENSG00000066044,-0.051738726,0.485417228
ENSG00000066084,0.19336547,0.072837844
ENSG00000066117,-0.031380195,0.740892272
ENSG00000066135,0.272586673,0.000282
ENSG00000066136,0.262463067,0.007838283
ENSG00000066185,0.141581324,0.253123292
ENSG00000066230,0.049370065,0.676842532
ENSG00000066248,0.008753972,0.829327301
ENSG00000066279,0.461984353,0.012284562
ENSG00000066322,-0.509597291,6.86E-11
ENSG00000066379,0.079652765,0.544168129
ENSG00000066382,0.051513271,0.33769043
ENSG00000066405,0.032248215,0.775378212
ENSG00000066422,0.271588032,0.011126935
ENSG00000066427,0.032832637,0.775979785
ENSG00000066455,-0.007274944,0.939652812
ENSG00000066468,1.879538155,0.000545978
ENSG00000066557,0.004442898,0.967786208
ENSG00000066583,0.010640429,0.935045234
ENSG00000066629,-0.074270889,0.494291584
ENSG00000066651,0.090429488,0.480772254
ENSG00000066654,0.028512711,0.708240495
ENSG00000066697,0.615757095,1.16E-05
ENSG00000066735,0.019699255,0.676958429
ENSG00000066739,0.137220944,0.138150351
ENSG00000066777,-0.075869861,0.361831513
ENSG00000066827,0.321180801,0.025217184
ENSG00000066855,-0.326025377,0.007784102
ENSG00000066923,-0.027131352,0.817111806
ENSG00000066926,0.062103769,0.504209939
ENSG00000066933,-0.104112624,0.238237031
ENSG00000067048,-0.000443402,0.974604433
ENSG00000067057,-0.026210461,0.836138951
ENSG00000067064,-0.006930223,0.954273182
ENSG00000067066,-0.013173435,0.891184003
ENSG00000067082,-1.083615934,8.55E-13
ENSG00000067113,0.831750511,1.85E-05
ENSG00000067141,0.184997245,0.162274029
ENSG00000067167,-0.538139322,0.000656614
ENSG00000067177,-0.731344534,0.000595819
ENSG00000067182,-0.071506286,0.381945585
ENSG00000067191,-0.155253025,0.189796695
ENSG00000067208,-0.189263939,0.079194683
ENSG00000067221,0.30342445,0.005254231
ENSG00000067225,0.277124555,0.035541577
ENSG00000067248,0.02029998,0.817051068
ENSG00000067334,-0.0788384,0.478604628
ENSG00000067365,-0.060518189,0.603349306
ENSG00000067369,0.740992907,2.80E-17
ENSG00000067445,0.703599357,7.12E-09
ENSG00000067533,-0.105324728,0.364234257
ENSG00000067560,-0.111041418,0.288859888
ENSG00000067596,-0.024436333,0.787352103
ENSG00000067601,0.087114048,0.507384974
ENSG00000067606,-0.021502562,0.832945518
ENSG00000067646,-0.005762466,0.870004786
ENSG00000067704,-0.111928055,0.177700207
ENSG00000067715,0.00340965,0.957365519
ENSG00000067798,-2.120425656,4.94E-09
ENSG00000067829,0.068940657,0.47364321
ENSG00000067836,-0.015537741,0.899479854
ENSG00000067840,0.093006451,0.443456446
ENSG00000067842,0.076966837,0.16955343
ENSG00000067900,-0.546359202,1.48E-07
ENSG00000067955,-0.386831443,0.003083482
ENSG00000067992,-0.186073853,0.19664632
ENSG00000068001,0.224843431,0.009490461
ENSG00000068024,-0.079460639,0.516855257
ENSG00000068028,-0.362068037,0.009915837
ENSG00000068078,-0.050901137,0.546436499
ENSG00000068079,-0.211916441,0.061268619
ENSG00000068097,0.090463262,0.379738101
ENSG00000068120,-0.225940867,0.005673389
ENSG00000068137,0.053785129,0.675410095
ENSG00000068305,-0.478426382,0.000463878
ENSG00000068308,-0.160085462,0.038640821
ENSG00000068323,0.094676863,0.254226654
ENSG00000068354,0.039312394,0.691212716
ENSG00000068366,0.201815649,0.169484239
ENSG00000068383,-1.262601467,3.36E-06
ENSG00000068394,-0.016612394,0.858924836
ENSG00000068400,0.034378642,0.732930937
ENSG00000068438,-0.023913408,0.833320036
ENSG00000068489,0.161193266,0.228588753
ENSG00000068650,0.007227092,0.948567476
ENSG00000068654,-0.155291251,0.139903967
ENSG00000068697,0.207179553,0.017825667
ENSG00000068724,0.043891885,0.700240296
ENSG00000068745,0.241453355,0.054973658
ENSG00000068784,0.493045469,0.00052231
ENSG00000068793,-0.157266828,0.072639615
ENSG00000068796,0.070051711,0.515496803
ENSG00000068831,-1.849299218,9.76E-10
ENSG00000068878,-0.165858324,0.065358159
ENSG00000068885,0.261031003,0.020575622
ENSG00000068903,0.092602574,0.359489146
ENSG00000068912,-0.164950937,0.088880087
ENSG00000068971,-0.11584804,0.334642808
ENSG00000068976,0.322925052,0.046595785
ENSG00000069011,0.03905529,0.568144683
ENSG00000069020,0.698664937,2.08E-07
ENSG00000069122,-0.006872383,NA
ENSG00000069188,0.104497374,0.324157524
ENSG00000069248,-0.135999291,0.124576479
ENSG00000069275,0.220219869,0.023054293
ENSG00000069329,0.18650025,0.006868805
ENSG00000069345,-0.088532095,0.256601375
ENSG00000069399,0.508049176,0.000892742
ENSG00000069424,-0.183274674,0.124811272
ENSG00000069431,-0.864807569,0.000577116
ENSG00000069482,0.112733984,0.22140959
ENSG00000069493,-0.11213175,0.401925461
ENSG00000069509,-0.120143107,0.297539416
ENSG00000069535,-0.919419152,0.001954148
ENSG00000069667,-0.396382636,0.005849567
ENSG00000069696,-0.061224033,0.504677314
ENSG00000069702,-0.09346602,0.458171148
ENSG00000069712,-0.083848956,0.513032327
ENSG00000069764,-0.044726852,0.57895014
ENSG00000069812,0.08857652,0.093691823
ENSG00000069849,-0.111027171,0.352442519
ENSG00000069869,-0.208725314,0.080613603
ENSG00000069943,-0.032485451,0.791837792
ENSG00000069956,0.140697224,0.100713432
ENSG00000069966,0.006104385,0.957135148
ENSG00000069974,-0.17264163,0.157138633
ENSG00000069998,-0.478259058,0.011918921
ENSG00000070010,-0.122889056,0.335437968
ENSG00000070018,0.342064362,0.022746559
ENSG00000070019,-0.018063172,0.793220706
ENSG00000070031,-0.020583643,0.73964888
ENSG00000070047,-0.173472974,0.104412461
ENSG00000070061,-0.046128196,0.607691847
ENSG00000070081,0.412861346,0.000179313
ENSG00000070087,0.299443651,0.000252151
ENSG00000070159,-0.178300855,0.143670001
ENSG00000070182,-0.00212135,0.981122173
ENSG00000070193,0.651310989,0.013319941
ENSG00000070214,-0.275736783,0.013573574
ENSG00000070269,0.2246513,0.036281966
ENSG00000070366,0.279509574,0.001506968
ENSG00000070367,0.008551138,0.915915801
ENSG00000070371,-0.500160735,0.000303502
ENSG00000070388,-2.445551958,0.000197218
ENSG00000070404,-1.766605061,4.77E-10
ENSG00000070413,-0.051048866,0.630386276
ENSG00000070423,-0.277830831,0.027932411
ENSG00000070444,-0.096689461,0.405295398
ENSG00000070476,-0.267042279,0.035081464
ENSG00000070495,-0.37421021,0.015591697
ENSG00000070501,0.226979204,0.097166869
ENSG00000070540,-0.817408017,9.84E-06
ENSG00000070610,-0.402901756,0.000101676
ENSG00000070614,-0.203479546,0.102740615
ENSG00000070669,0.908817225,2.20E-08
ENSG00000070718,0.39301057,0.000729698
ENSG00000070731,-0.060325866,0.524269302
ENSG00000070756,0.057691015,0.468662322
ENSG00000070759,0.315631819,0.050461336
ENSG00000070761,0.159887463,0.165750679
ENSG00000070770,0.131326182,0.095198056
ENSG00000070778,-0.132649718,0.150611954
ENSG00000070785,0.085289458,0.405406878
ENSG00000070808,2.112650831,3.29E-08
ENSG00000070814,0.076703827,0.556318457
ENSG00000070831,-0.083543473,0.365112639
ENSG00000070882,1.014478807,4.08E-07
ENSG00000070950,-0.168094738,0.174992697
ENSG00000070961,-0.362607449,0.019682619
ENSG00000071051,-0.140888991,0.163085335
ENSG00000071054,0.120775926,0.07530218
ENSG00000071073,0.00767761,0.921147868
ENSG00000071082,-0.029001724,0.800611873
ENSG00000071127,-0.794193747,1.31E-07
ENSG00000071189,0.076176428,0.359060482
ENSG00000071205,-0.402642277,0.003682582
ENSG00000071242,-0.880389972,2.19E-09
ENSG00000071243,0.082834901,0.494049113
ENSG00000071246,0.070792072,0.566085693
ENSG00000071282,-1.531238509,2.51E-12
ENSG00000071462,0.049672504,0.598181228
ENSG00000071537,-0.170177255,0.093147473
ENSG00000071539,0.044595143,0.734063137
ENSG00000071553,-0.018491451,0.865084077
ENSG00000071564,0.425522317,0.000126974
ENSG00000071575,0.202195338,0.167191374
ENSG00000071626,-0.199330852,0.019540503
ENSG00000071655,0.100735485,0.280670356
ENSG00000071794,0.214759045,0.034144812
ENSG00000071859,-0.229250143,0.033185462
ENSG00000071889,-0.215336378,0.015389089
ENSG00000071894,-0.012463848,0.917771328
ENSG00000071909,0.047772605,0.612641754
ENSG00000071967,-0.147216111,0.232457778
ENSG00000071994,-0.083680377,0.36867727
ENSG00000072041,0.110806556,0.222950018
ENSG00000072042,-0.069870535,0.438404368
ENSG00000072062,0.13206988,0.083001697
ENSG00000072071,0.187148366,0.199397525
ENSG00000072110,-0.332052108,0.032146
ENSG00000072121,0.353331005,0.001278807
ENSG00000072133,0.112482221,0.399048166
ENSG00000072134,-0.350145459,0.002054998
ENSG00000072135,-0.400687992,0.004694677
ENSG00000072163,-1.126543849,8.83E-05
ENSG00000072195,0.423089057,0.004930333
ENSG00000072201,-0.13639801,0.300687122
ENSG00000072210,0.920868935,1.49E-09
ENSG00000072274,-0.155162574,0.21130578
ENSG00000072310,0.562595811,0.006540782
ENSG00000072315,0.06747221,0.198460014
ENSG00000072364,0.021333851,0.782174719
ENSG00000072401,-0.12087432,0.23123582
ENSG00000072415,0.159694852,0.085826297
ENSG00000072422,-0.068415329,0.502638063
ENSG00000072444,0.168461253,0.216057861
ENSG00000072501,0.135379283,0.196257997
ENSG00000072506,-0.188286937,0.096943371
ENSG00000072518,0.048780033,0.598337815
ENSG00000072571,-1.416669556,4.63E-07
ENSG00000072609,-0.092640867,0.397768753
ENSG00000072657,-0.114514758,0.376543081
ENSG00000072682,0.304560081,0.012225839
ENSG00000072736,-0.023779169,0.828060832
ENSG00000072756,-0.07815083,0.528674475
ENSG00000072778,0.037442382,0.761059038
ENSG00000072786,-0.152227734,0.218334865
ENSG00000072803,-0.025967312,0.739201178
ENSG00000072818,0.18236887,0.203751491
ENSG00000072832,0.20511727,0.078692102
ENSG00000072840,0.142333675,0.177097878
ENSG00000072849,0.0054129,0.952190864
ENSG00000072858,0.078972134,0.313794036
ENSG00000072864,-0.277506218,0.011614411
ENSG00000072952,-0.214785019,0.153485919
ENSG00000072954,0.028812938,0.825555152
ENSG00000072958,-1.059038404,8.04E-18
ENSG00000073008,0.176415308,0.222412174
ENSG00000073009,-0.060522541,0.57636494
ENSG00000073050,0.07743535,0.531556329
ENSG00000073060,0.370338419,0.037550522
ENSG00000073111,0.59542243,0.00015389
ENSG00000073146,0.831136211,3.57E-05
ENSG00000073150,0.196870806,0.174421515
ENSG00000073169,-0.412276861,0.002201505
ENSG00000073331,0.329244121,0.002733734
ENSG00000073350,-0.021779523,0.626141016
ENSG00000073417,-0.037051175,0.683479393
